
Бернесом	I-PER
.	O
	
Феодор	B-PER
I	I-PER
Палеолог	I-PER
(	O
1355—1407	O
)	O
—	O
деспот	O
Мореи	B-LOC
в	O
1383—1407	O
годах	O
.	O
	
Ланген	B-PER
,	O
Ойген	B-PER
(	O
1833—1895	O
)	O
—	O
инженер	O
,	O
изобретатель	O
подвесной	O
дороги	O
	
Мюллер	B-PER
фон	I-PER
Кёнигсвинтер	I-PER
,	O
Вольфганг	B-PER
(	O
1816—1873	O
)	O
—	O
поэт	O
	
Най	B-PER
,	O
Эрнст	B-PER
Вильгельм	I-PER
(	O
1902—1968	O
)	O
—	O
художник	O
,	O
график	O
	
Хиллер	B-PER
,	O
Фердинанд	B-PER
(	O
1811—1885	O
)	O
—	O
композитор	O
,	O
дирижёр	O
	
В	O
1972—1973	O
годы	O
—	O
читал	O
лекции	O
в	O
Кембриджском	B-ORG
университете	I-ORG
.	O
	
Неоднократно	O
приезжал	O
в	O
СССР	B-LOC
,	O
где	O
активно	O
проповедовал	O
,	O
участвовал	O
в	O
собраниях	O
единомышленников	O
на	O
квартирах	O
.	O
	
Его	O
действия	O
привели	O
к	O
сдаче	O
части	O
лидеров	O
индейцов	O
,	O
среди	O
которых	O
оказались	O
Хукер	B-PER
Джим	I-PER
,	O
Скарфэйс	B-PER
Чарли	I-PER
и	O
Шэкнести	B-PER
Джим	I-PER
.	O
	
Первоначально	O
сериал	O
был	O
частью	O
узнавайки	O
Disney	B-ORG
,	O
ежедневного	O
блока	O
,	O
предназначенного	O
для	O
детей	O
дошкольного	O
возраста	O
.	O
	
Самая	O
успешная	O
пара	O
—	O
Анри	B-PER
Леконт	I-PER
/	O
Ги	B-PER
Форже	I-PER
(	O
11-0	O
)	O
	
'	O
''	O
Леу́шино	B-LOC
''	O
'	O
—	O
деревня	O
в	O
Кашинском	B-LOC
районе	I-LOC
Тверской	I-LOC
области	I-LOC
.	O
	
В	O
шоу	O
также	O
снимались	O
Кейт	B-PER
Джексон	I-PER
и	O
Фарра	B-PER
Фосетт	I-PER
.	O
	
Подземные	O
толчки	O
,	O
интенсивностью	O
в	O
8	O
баллов	O
,	O
ощущались	O
в	O
Иркутске	B-LOC
Также	O
толчки	O
различной	O
силы	O
регистрировались	O
в	O
Тунке	B-LOC
,	O
Верхнеудинске	B-LOC
,	O
Илимске	B-LOC
,	O
Киренске	B-LOC
и	O
в	O
Монголии	B-LOC
.	O
	
Ездил	O
в	O
столицу	O
,	O
встречался	O
с	O
легендарным	O
Алексеем	B-PER
Маресьевым	I-PER
.	O
	
Проживал	O
в	O
Сталинграде	B-LOC
,	O
некоторое	O
время	O
работал	O
заведующим	O
пекарней	O
.	O
	
Страной	O
в	O
это	O
время	O
правил	O
их	O
дед	O
Карл	B-PER
Август	I-PER
.	O
	
Он	O
стал	O
широко	O
известен	O
из-за	O
своих	O
штанов	O
,	O
в	O
которых	O
он	O
выходит	O
на	O
поле	O
и	O
которые	O
Nike	B-ORG
даже	O
включила	O
в	O
свою	O
мерчендайзерскую	O
программу	O
.	O
	
Через	O
два	O
дня	O
его	O
снова	O
отдали	O
в	O
аренду	O
,	O
на	O
этот	O
раз	O
в	O
Астон	B-ORG
Виллу	I-ORG
,	O
где	O
оба	O
вратаря	O
выбыли	O
из-за	O
травм	O
.	O
	
Зимой	O
он	O
был	O
отдан	O
в	O
аренду	O
Байеру	B-ORG
до	O
конца	O
сезона	O
.	O
	
Тренер	O
Эвальд	B-PER
Линен	I-PER
сразу	O
же	O
доверил	O
ему	O
место	O
в	O
воротах	O
.	O
	
Во	O
время	O
учебы	O
в	O
Императорской	B-ORG
Академии	I-ORG
художеств	I-ORG
проявил	O
выдающиеся	O
способности	O
.	O
	
'	O
''	O
«Суварнарекха»	O
''	O
'	O
(	O
''Subarnarekha	O
''	O
)	O
—	O
индийский	O
чёрно-белый	O
драма	O
режиссёра	O
Ритвика	B-PER
Гхатака	I-PER
.	O
	
В	O
тот	O
же	O
период	O
она	O
подписала	O
контракт	O
со	O
студией	O
Metro-Goldwyn-Mayer	B-ORG
на	O
съемки	O
в	O
кинофильмах	O
.	O
	
Остаток	O
сезона	O
он	O
провёл	O
в	O
аренде	O
в	O
клубе	O
Дерби	B-ORG
Каунти	I-ORG
,	O
за	O
который	O
сыграл	O
10	O
матчей	O
и	O
забил	O
один	O
гол	O
в	O
чемпионате	O
Футбольной	B-ORG
лиги	I-ORG
.	O
	
Императрица	O
Когёку	B-PER
была	O
его	O
старшей	O
сестрой	O
от	O
тех	O
же	O
родителей	O
.	O
	
Газпром	B-ORG
пояснил	O
,	O
что	O
«Алтайское	B-LOC
подворье»	I-LOC
будет	O
использоваться	O
для	O
корпоративных	O
мероприятий	O
,	O
встреч	O
с	O
деловыми	O
партнерами	O
и	O
приема	O
зарубежных	O
гостей	O
,	O
a	O
в	O
районном	O
центре	O
п	O
.	O
	
Карты	O
основаны	O
на	O
данных	O
,	O
собранных	O
Геологической	B-ORG
службой	I-ORG
США	I-LOC
.	O
	
GameSpy	B-ORG
дал	O
оценку	O
игре	O
75	O
/	O
100	O
,	O
комментируя	O
,	O
что	O
''SimCity	O
4	O
''	O
имеет	O
потрясающую	O
графику	O
,	O
также	O
в	O
отзыве	O
критикуется	O
за	O
имеющиеся	O
проблемы	O
,	O
которые	O
«могут	O
убить	O
саму	O
игру»	O
из-за	O
её	O
сложности	O
и	O
производительности	O
.	O
	
Спинетта	B-PER
,	O
Луис	B-PER
Альберто	I-PER
(	O
62	O
)	O
—	O
аргентинский	O
певец	O
,	O
музыкант	O
,	O
композитор	O
.	O
	
Лиллман	B-PER
,	O
Тонми	B-PER
(	O
38	O
)	O
—	O
финский	O
музыкант	O
(	O
Ajattara	B-ORG
,	O
To	B-ORG
/	I-ORG
Die	I-ORG
/	I-ORG
For	I-ORG
)	O
	
Наиболее	O
неприятный	O
артефакт	O
назывался	O
в	O
Голливуде	B-LOC
«гримасы»	O
(	O
)	O
и	O
представлял	O
собой	O
искажение	O
лица	O
актёра	O
при	O
съёмке	O
крупных	O
планов	O
с	O
небольших	O
расстояний	O
.	O
	
Находится	O
в	O
провинции	O
Малага	B-LOC
,	O
в	O
8	O
км	O
к	O
юго-западу	O
от	O
столицы	O
провинции	O
—	O
Малаги	B-LOC
.	O
	
Карл	B-PER
II	I-PER
Анжуйский	I-PER
и	O
герцоги	O
Савойи	B-LOC
также	O
проявляли	O
интерес	O
к	O
этим	O
территориям	O
.	O
	
'	O
''	O
Но́вая	B-LOC
Ка́менка	I-LOC
''	O
'	O
—	O
село	O
в	O
Энгельсском	B-LOC
районе	I-LOC
Саратовской	I-LOC
области	I-LOC
России	I-LOC
.	O
	
Её	O
статус	O
как	O
центр	O
US	B-ORG
Airways	I-ORG
и	O
рост	O
Southwest	B-ORG
Airlines	I-ORG
помогли	O
достичь	O
рекордного	O
уровня	O
пассажирских	O
перевозок	O
.	O
	
На	O
телевидении	O
начал	O
свою	O
деятельность	O
в	O
Главной	B-ORG
редакции	I-ORG
научно-популярных	I-ORG
и	I-ORG
учебных	I-ORG
программ	I-ORG
Центрального	I-ORG
телевидения	I-ORG
.	O
	
На	O
первоначальном	O
этапе	O
работы	O
Революционной	B-ORG
Украинской	I-ORG
Партии	I-ORG
(	O
РУП	B-ORG
)	O
являлась	O
её	O
политической	O
программой	O
.	O
	
**	O
,	O
награда	O
в	O
категории	O
«Самый	O
оригинальный	O
и	O
творческий	O
фильм»	O
(	O
Адур	B-PER
Гопалакришнан	I-PER
)	O
	
Это	O
привело	O
к	O
созданию	O
весьма	O
своеобразного	O
силуэта	O
кораблей	O
с	O
четырьмя	O
дымовыми	O
трубами	O
,	O
установленными	O
парами	O
.	O
	
Впоследствии	O
поднят	O
итальянскими	O
спасателями	O
и	O
зачислен	O
в	O
состав	O
итальянских	O
ВМС	B-ORG
как	O
''FR-21	O
''	O
.	O
	
—	O
«Herman	O
Schmerman»	O
,	O
хореография	O
Уильяма	B-PER
Форсайта	I-PER
—	O
''квинтет	O
''	O
—	O
первый	O
исполнитель	O
	
Его	O
наполовину	O
обглоданное	O
тело	O
находят	O
в	O
канализационном	O
коллекторе	O
Ньюарка	B-LOC
несколькими	O
днями	O
позже	O
.	O
	
Кроме	O
того	O
,	O
он	O
читал	O
о	O
Чернобыле	B-LOC
и	O
исчезновении	O
некоторых	O
видов	O
животных	O
,	O
и	O
в	O
результате	O
смешения	O
всех	O
трёх	O
идей	O
получилась	O
концепция	O
эпизода	O
.	O
	
Продюсер	O
сериала	O
Джеймс	B-PER
Вонг	I-PER
назвал	O
эту	O
сцену	O
«самой	O
отвратительной»	O
из	O
всех	O
,	O
что	O
когда-либо	O
попадали	O
в	O
телеэфир	O
.	O
	
Гребень	O
Дирака	B-PER
иногда	O
обозначают	O
буквой	O
''Ш	O
''	O
,	O
так	O
как	O
график	O
функции	O
визуально	O
схож	O
с	O
формой	O
буквы	O
.	O
	
Тайлеру	B-PER
предстояло	O
выполнять	O
роль	O
организатора	O
атак	O
в	O
первом	O
звене	O
,	O
где	O
он	O
по	O
расчётам	O
тренерского	O
штаба	O
должен	O
был	O
вместе	O
с	O
Джейми	B-PER
Бенном	I-PER
составить	O
очень	O
результативную	O
связку	O
нападающих	O
.	O
	
Особо	O
отличился	O
в	O
боях	O
на	O
подступах	O
к	O
реке	O
Нарев	B-LOC
.	O
	
Первое	O
время	O
выступал	O
в	O
паре	O
с	O
пилотом	O
Серджо	B-PER
Дзардини	I-PER
,	O
потом	O
перешёл	O
в	O
команду	O
Эудженио	B-PER
Монти	I-PER
.	O
	
Приходится	O
родным	O
братом	O
не	O
менее	O
известному	O
бобслеисту	O
Джильдо	B-PER
Сьорпаэсу	I-PER
.	O
	
Альбом	O
добрался	O
до	O
40	O
позиции	O
в	O
чарте	O
Billboard	O
200	O
.	O
	
В	O
дальнейшем	O
от	O
проекта	O
отказались	O
в	O
силу	O
его	O
недостаточной	O
дальности	O
для	O
новых	O
задач	O
итальянского	O
флота	O
,	O
который	O
теперь	O
должен	O
был	O
действовать	O
и	O
в	O
Индийском	B-LOC
океане	I-LOC
.	O
	
Он	O
был	O
назван	O
в	O
честь	O
одного	O
из	O
учителей	O
Джанго	B-PER
Рейнхардта	I-PER
,	O
который	O
заикался	O
.	O
	
В	O
настоящем	O
списке	O
в	O
алфавитном	O
порядке	O
представлены	O
все	O
Народные	O
герои	O
Югославии	B-LOC
,	O
чьи	O
фамилии	O
начинаются	O
с	O
буквы	O
«Р»	O
(	O
всего	O
71	O
человек	O
)	O
.	O
	
Он	O
закончил	O
плей-офф	O
с	O
тремя	O
результативными	O
передачами	O
,	O
лучшим	O
результатом	O
команды	O
,	O
а	O
также	O
набрал	O
четыре	O
очка	O
,	O
столько	O
же	O
сколько	O
и	O
лидер	O
«Сейбрз»	B-ORG
в	O
плей-офф	O
Джейсон	B-PER
Поминвилль	I-PER
.	O
	
В	O
противном	O
случае	O
оборот	O
бы	O
сильно	O
затруднялся	O
,	O
поскольку	O
поезда	O
'	O
''	O
'	O
''	O
идут	O
дальше	O
до	O
Инвуда	B-LOC
.	O
	
Тогда	O
же	O
состоялось	O
освящение	O
часовни	O
во	O
имя	O
Архистратига	B-PER
Михаила	I-PER
.	O
	
В	O
первом	O
раунде	O
был	O
обыгран	O
извечный	O
соперник	O
Зоран	B-PER
Приморац	I-PER
.	O
	
Сами	O
же	O
соревнования	O
для	O
бельгийца	O
сложились	O
не	O
самым	O
удачным	O
образом	O
.	O
	
После	O
того	O
как	O
он	O
был	O
выпущен	O
из	O
тюрьмы	O
,	O
он	O
уехал	O
в	O
Венгрию	B-LOC
,	O
а	O
затем	O
—	O
в	O
Швецию	B-LOC
,	O
где	O
и	O
умер	O
.	O
	
Также	O
она	O
вела	O
еженедельную	O
программу	O
на	O
армейском	O
радиоканале	O
Галей	B-ORG
Цахаль	I-ORG
.	O
	
Турфан	B-LOC
присоединил	O
Юйли	B-LOC
,	O
Чанцзи	B-LOC
,	O
Гуху	B-LOC
,	O
Манас	B-LOC
.	O
	
Столица	O
—	O
город	O
Гаофу	B-LOC
	
Позднее	O
,	O
им	O
становится	O
скучно	O
,	O
и	O
любопытство	O
Лизы	B-PER
заставляет	O
семью	O
увидеть	O
,	O
что	O
город	O
опустел	O
.	O
	
На	O
следующем	O
шоу	O
он	O
вместе	O
с	O
Девоном	B-PER
победили	O
в	O
командном	O
матче	O
Курта	B-PER
Энгла	I-PER
и	O
Стинга	B-PER
.	O
	
Компания	O
обладает	O
сертификатами	O
на	O
осуществление	O
деятельности	O
в	O
Литве	B-LOC
,	O
Польше	B-LOC
и	O
Италии	B-LOC
.	O
	
После	O
этого	O
он	O
12	O
лет	O
работал	O
корреспондентом	O
газеты	O
Буряад-Монголой	B-ORG
унэн	I-ORG
.	O
	
Получивший	O
эту	O
лицензию	O
Антонио	B-PER
Бернадо	I-PER
пересек	O
финишную	O
линию	O
семьдесят	O
четвертым	O
с	O
результатом	O
2:28.34	O
.	O
	
В	O
период	O
Великого	B-LOC
княжества	I-LOC
Финляндского	I-LOC
(	O
1809—1917	O
)	O
русскоязычных	O
в	O
стране	O
было	O
немного	O
.	O
	
Карьеру	O
актёра	O
начал	O
со	O
съёмок	O
в	O
короткометражных	O
фильмах	O
Франсуа	B-PER
Озона	I-PER
«Постельные	O
сцены»	O
(	O
Scènes	O
de	O
lit	O
)	O
и	O
«Девственники»	O
(	O
Les	O
Puceaux	O
)	O
.	O
	
После	O
этого	O
он	O
вынудил	O
правящего	O
императора	O
сначала	O
сделать	O
его	O
своим	O
наследником	O
,	O
а	O
затем	O
—	O
передать	O
трон	O
.	O
	
Участвовал	O
в	O
боевых	O
действиях	O
в	O
Республике	B-LOC
Дагестан	I-LOC
и	O
Чеченской	B-LOC
Республике	I-LOC
.	O
	
До	O
этого	O
турнир	O
выигрывали	O
только	O
сборная	O
Австралии	B-LOC
и	O
сборная	O
Новой	B-LOC
Зеландии	I-LOC
.	O
	
Все	O
матчи	O
проводились	O
на	O
стадионе	O
Лоусон	B-LOC
Тама	I-LOC
в	O
Хониаре	B-LOC
.	O
	
Пресные	O
подземные	O
воды	O
приурочены	O
к	O
участкам	O
наиболее	O
активного	O
питания	O
водоносных	O
горизонтов	O
,	O
расположенным	O
в	O
долине	O
Днепра	B-LOC
,	O
на	O
северо-восточной	O
окраине	O
бассейна	O
и	O
на	O
северо-западе	O
,	O
в	O
пределах	O
Одесской	B-LOC
области	I-LOC
и	O
Молдавии	B-LOC
.	O
	
Воевал	O
на	O
Западном	B-LOC
,	O
Брянском	B-LOC
,	O
Центральном	B-LOC
,	O
1-м	B-LOC
Белорусском	I-LOC
фронтах	O
.	O
	
Объект	O
был	O
построен	O
для	O
Министерства	B-ORG
связи	I-ORG
СССР	I-LOC
и	O
принадлежал	O
этому	O
ведомству	O
всё	O
время	O
существования	O
СССР	B-LOC
.	O
	
(	O
с	O
перерывами	O
)	O
была	O
его	O
ведущей	O
солисткой	O
;	O
в	O
промежутках	O
выступала	O
также	O
на	O
сценах	O
Царицына	B-LOC
,	O
Саратова	B-LOC
,	O
Астрахани	B-LOC
и	O
др	O
.	O
	
На	O
лодке	O
он	O
сделал	O
9	O
рейсов	O
через	O
Днепр	B-LOC
,	O
участвовал	O
в	O
восстановлении	O
прерванной	O
связи	O
с	O
ведущими	O
бой	O
подразделениями	O
.	O
	
Специально	O
для	O
него	O
стали	O
писать	O
музыку	O
Антон	B-PER
Батагов	I-PER
—	O
«Бобэоби»	O
Л.	B-PER
Шепитько	I-PER
(	O
''подготовительный	O
этап	O
''	O
)	O
	
—	O
Э.	B-PER
Климов	I-PER
Фрэнк	I-PER
Бакли	I-PER
,	O
находившийся	O
рядом	O
,	O
помог	O
перенести	O
его	O
в	O
раздевалку	O
.	O
	
Ад-Дуруби	B-PER
родился	O
в	O
Хомсе	B-LOC
,	O
в	O
известной	O
семье	O
с	O
богатыми	O
традициями	O
.	O
	
К	O
тому	O
же	O
ад-Дуруби	B-PER
категорически	O
запретил	O
Фейсалу	B-PER
появляться	O
на	O
территории	O
Сирии	B-LOC
,	O
угрожая	O
ему	O
арестом	O
в	O
случае	O
нарушения	O
этого	O
запрета	O
.	O
	
В	O
1931—1942	O
годах	O
работал	O
актёром	O
различных	O
киностудий	O
,	O
в	O
1942—1943	O
годах	O
служил	O
в	O
Красной	B-ORG
Армии	I-ORG
.	O
	
По	O
данным	O
Британской	B-ORG
ассоциации	I-ORG
производителей	I-ORG
фонограмм	I-ORG
,	O
пластинка	O
обрела	O
серебряный	O
статус	O
.	O
	
На	O
первом	O
же	O
месте	O
тогда	O
уже	O
четвёртую	O
неделю	O
держалась	O
песня	O
Рода	B-PER
Стюарта	I-PER
«»	O
.	O
	
Еженедельник	O
New	B-ORG
Musical	I-ORG
Express	I-ORG
''	O
с	O
целью	O
привлечения	O
внимания	O
общественности	O
развернул	O
рекламную	O
кампанию	O
.	O
	
10-е	O
место	O
в	O
списке	O
«100	O
лучших	O
записей	O
групп	O
,	O
которые	O
изменили	O
мир»	O
по	O
версии	O
журнала	O
Mojo	B-ORG
''	O
.	O
	
Компания	O
A	B-ORG
&	I-ORG
M	I-ORG
Records	I-ORG
сотрудничала	O
с	O
группой	O
меньше	O
недели	O
.	O
	
В	O
отдельные	O
периоды	O
(	O
как	O
правило	O
,	O
когда	O
сборная	O
Бразилии	B-LOC
принимала	O
участие	O
в	O
крупных	O
турнирах	O
)	O
тираж	O
изменялся	O
.	O
	
В	O
той	O
игре	O
ему	O
удалось	O
отметиться	O
результативной	O
передачей	O
на	O
Тима	B-PER
Кеннеди	I-PER
.	O
	
В	O
1974—1975	O
годах	O
выступал	O
за	O
«Фрунзенец»	B-ORG
из	O
Сум	B-LOC
,	O
после	O
чего	O
вернулся	O
в	O
